task_id,project_id,assigned_to,task_description,status_id,priority,due_date
2345,27,90,Task description for Task 2345,1,Medium,2024-12-31
2346,39,2,Task description for Task 2346,3,Medium,2024-12-31
2347,12,22,Task description for Task 2347,2,Medium,2024-12-21
2348,15,53,Task description for Task 2348,1,High,2024-12-20
2349,17,17,Task description for Task 2349,4,High,2024-12-29
2350,46,95,Task description for Task 2350,1,Low,2024-12-26
2351,31,40,Task description for Task 2351,1,Medium,2024-12-27
2352,13,55,Task description for Task 2352,4,High,2024-12-27
2353,28,45,Task description for Task 2353,1,High,2024-12-29
2354,28,89,Task description for Task 2354,3,Low,2024-12-24
2355,27,11,Task description for Task 2355,5,Low,2024-12-26
2356,25,8,Task description for Task 2356,2,Medium,2024-12-24
2357,38,96,Task description for Task 2357,1,Low,2024-12-30
2358,47,28,Task description for Task 2358,4,Low,2024-12-21
2359,27,19,Task description for Task 2359,3,Medium,2024-12-23
2360,6,86,Task description for Task 2360,5,Medium,2024-12-28
2361,28,79,Task description for Task 2361,4,High,2024-12-24
2362,34,13,Task description for Task 2362,5,Low,2024-12-30
2363,37,94,Task description for Task 2363,1,High,2024-12-25
2364,23,16,Task description for Task 2364,3,High,2024-12-29
2365,2,11,Task description for Task 2365,2,Medium,2024-12-28
2366,19,61,Task description for Task 2366,2,Medium,2024-12-29
2367,31,35,Task description for Task 2367,3,Medium,2024-12-26
2368,17,11,Task description for Task 2368,2,High,2024-12-27
2369,2,87,Task description for Task 2369,1,Low,2024-12-23
2370,15,24,Task description for Task 2370,1,High,2024-12-22
2371,37,33,Task description for Task 2371,4,Low,2024-12-21
2372,46,28,Task description for Task 2372,3,Low,2024-12-20
2373,16,11,Task description for Task 2373,5,Medium,2024-12-26
2374,29,33,Task description for Task 2374,4,High,2024-12-27
2375,46,34,Task description for Task 2375,2,Medium,2024-12-22
2376,50,11,Task description for Task 2376,2,Low,2024-12-25
2377,18,6,Task description for Task 2377,2,Medium,2024-12-23
2378,45,12,Task description for Task 2378,2,High,2024-12-31
2379,40,65,Task description for Task 2379,4,High,2024-12-30
2380,36,33,Task description for Task 2380,1,Low,2024-12-31
2381,34,68,Task description for Task 2381,4,Medium,2024-12-24
2382,13,13,Task description for Task 2382,3,Medium,2024-12-25
2383,46,32,Task description for Task 2383,4,Low,2024-12-27
2384,20,90,Task description for Task 2384,4,High,2024-12-31
2385,25,12,Task description for Task 2385,1,Medium,2024-12-23
2386,21,33,Task description for Task 2386,2,Medium,2024-12-23
2387,38,94,Task description for Task 2387,5,Low,2024-12-28
2388,47,88,Task description for Task 2388,3,Low,2024-12-26
2389,32,73,Task description for Task 2389,5,Medium,2024-12-20
2390,44,36,Task description for Task 2390,1,Low,2024-12-22
2391,38,34,Task description for Task 2391,1,Medium,2024-12-24
2392,46,63,Task description for Task 2392,3,High,2024-12-25
2393,7,50,Task description for Task 2393,2,Medium,2024-12-25
2394,22,85,Task description for Task 2394,4,Low,2024-12-24
2395,37,90,Task description for Task 2395,5,Low,2024-12-26
2396,33,86,Task description for Task 2396,1,High,2024-12-30
2397,3,13,Task description for Task 2397,1,Medium,2024-12-31
2398,36,52,Task description for Task 2398,5,Medium,2024-12-23
2399,34,48,Task description for Task 2399,1,High,2024-12-25
2400,18,85,Task description for Task 2400,3,High,2024-12-25
2401,27,92,Task description for Task 2401,2,High,2024-12-20
2402,11,35,Task description for Task 2402,4,Medium,2024-12-30
2403,5,52,Task description for Task 2403,3,Medium,2024-12-30
2404,28,63,Task description for Task 2404,5,Medium,2024-12-26
2405,9,42,Task description for Task 2405,1,High,2024-12-21
2406,34,15,Task description for Task 2406,4,Medium,2024-12-29
2407,4,86,Task description for Task 2407,1,Low,2024-12-25
2408,46,74,Task description for Task 2408,4,Low,2024-12-20
2409,8,14,Task description for Task 2409,4,Medium,2024-12-30
2410,11,89,Task description for Task 2410,2,High,2024-12-28
2411,10,35,Task description for Task 2411,3,Medium,2024-12-23
2412,11,67,Task description for Task 2412,2,High,2024-12-21
2413,46,97,Task description for Task 2413,5,Low,2024-12-24
2414,26,88,Task description for Task 2414,5,Low,2024-12-30
2415,9,3,Task description for Task 2415,2,High,2024-12-29
2416,10,67,Task description for Task 2416,1,High,2024-12-27
2417,20,80,Task description for Task 2417,5,Low,2024-12-23
2418,11,84,Task description for Task 2418,2,Low,2024-12-30
2419,37,78,Task description for Task 2419,5,High,2024-12-26
2420,40,57,Task description for Task 2420,1,Medium,2024-12-21
2421,44,89,Task description for Task 2421,1,High,2024-12-29
2422,30,55,Task description for Task 2422,5,Medium,2024-12-21
2423,32,87,Task description for Task 2423,2,High,2024-12-30
2424,46,79,Task description for Task 2424,3,High,2024-12-25
2425,7,100,Task description for Task 2425,5,High,2024-12-31
2426,9,89,Task description for Task 2426,1,High,2024-12-31
2427,29,11,Task description for Task 2427,1,High,2024-12-31
2428,38,65,Task description for Task 2428,3,High,2024-12-24
2429,22,32,Task description for Task 2429,5,Low,2024-12-22
2430,14,22,Task description for Task 2430,4,Medium,2024-12-26
2431,38,93,Task description for Task 2431,3,Low,2024-12-25
2432,44,46,Task description for Task 2432,2,Medium,2024-12-23
2433,10,15,Task description for Task 2433,1,Medium,2024-12-21
2434,29,8,Task description for Task 2434,1,Low,2024-12-31
2435,45,53,Task description for Task 2435,5,Low,2024-12-23
2436,35,32,Task description for Task 2436,5,Medium,2024-12-27
2437,35,45,Task description for Task 2437,1,High,2024-12-20
2438,16,49,Task description for Task 2438,2,High,2024-12-29
2439,24,34,Task description for Task 2439,2,Medium,2024-12-24
2440,31,68,Task description for Task 2440,2,High,2024-12-29
2441,15,57,Task description for Task 2441,5,High,2024-12-31
2442,40,3,Task description for Task 2442,3,Medium,2024-12-28
2443,19,98,Task description for Task 2443,4,Medium,2024-12-24
2444,26,80,Task description for Task 2444,3,Low,2024-12-26
2445,45,6,Task description for Task 2445,5,Medium,2024-12-27
2446,35,11,Task description for Task 2446,2,High,2024-12-30
2447,24,21,Task description for Task 2447,4,Low,2024-12-30
2448,41,44,Task description for Task 2448,4,High,2024-12-24
2449,3,4,Task description for Task 2449,1,Low,2024-12-25
2450,5,4,Task description for Task 2450,4,Low,2024-12-28
2451,5,44,Task description for Task 2451,3,Low,2024-12-21
2452,47,53,Task description for Task 2452,3,High,2024-12-20
2453,12,31,Task description for Task 2453,3,High,2024-12-20
2454,42,63,Task description for Task 2454,5,Low,2024-12-28
2455,25,95,Task description for Task 2455,4,Medium,2024-12-30
2456,6,99,Task description for Task 2456,2,Medium,2024-12-24
2457,16,52,Task description for Task 2457,5,Medium,2024-12-30
2458,24,91,Task description for Task 2458,1,Medium,2024-12-27
2459,15,17,Task description for Task 2459,5,High,2024-12-31
2460,47,65,Task description for Task 2460,3,Medium,2024-12-28
2461,10,24,Task description for Task 2461,3,High,2024-12-29
2462,33,69,Task description for Task 2462,4,Low,2024-12-28
2463,40,46,Task description for Task 2463,3,High,2024-12-30
2464,47,100,Task description for Task 2464,3,High,2024-12-22
2465,49,88,Task description for Task 2465,4,High,2024-12-21
2466,35,82,Task description for Task 2466,2,Medium,2024-12-26
2467,44,25,Task description for Task 2467,2,High,2024-12-31
2468,30,6,Task description for Task 2468,3,Low,2024-12-31
2469,17,48,Task description for Task 2469,4,High,2024-12-24
2470,12,22,Task description for Task 2470,4,High,2024-12-27
2471,10,35,Task description for Task 2471,2,Low,2024-12-22
2472,48,56,Task description for Task 2472,3,High,2024-12-31
2473,2,77,Task description for Task 2473,5,Low,2024-12-31
2474,36,92,Task description for Task 2474,5,High,2024-12-22
2475,44,25,Task description for Task 2475,1,High,2024-12-28
2476,11,78,Task description for Task 2476,1,High,2024-12-30
2477,5,84,Task description for Task 2477,1,Low,2024-12-30
2478,11,55,Task description for Task 2478,4,Low,2024-12-29
2479,49,88,Task description for Task 2479,2,High,2024-12-31
2480,45,48,Task description for Task 2480,3,Low,2024-12-24
2481,20,21,Task description for Task 2481,2,Medium,2024-12-26
2482,34,20,Task description for Task 2482,3,Low,2024-12-22
2483,40,44,Task description for Task 2483,3,Medium,2024-12-27
2484,27,80,Task description for Task 2484,5,Medium,2024-12-25
2485,23,5,Task description for Task 2485,1,Low,2024-12-21
2486,26,56,Task description for Task 2486,3,Medium,2024-12-23
2487,18,47,Task description for Task 2487,3,Low,2024-12-28
2488,34,30,Task description for Task 2488,5,Low,2024-12-23
2489,37,43,Task description for Task 2489,4,Medium,2024-12-24
2490,41,18,Task description for Task 2490,1,Low,2024-12-28
2491,38,69,Task description for Task 2491,1,Medium,2024-12-23
2492,21,15,Task description for Task 2492,1,High,2024-12-21
2493,49,88,Task description for Task 2493,1,Low,2024-12-28
2494,48,30,Task description for Task 2494,4,Low,2024-12-31
2495,48,59,Task description for Task 2495,4,Low,2024-12-25
2496,36,70,Task description for Task 2496,4,Medium,2024-12-31
2497,47,72,Task description for Task 2497,1,Low,2024-12-28
2498,26,87,Task description for Task 2498,4,High,2024-12-21
2499,32,32,Task description for Task 2499,2,Medium,2024-12-26
2500,16,15,Task description for Task 2500,5,Low,2024-12-25
2501,36,61,Task description for Task 2501,3,Low,2024-12-24
2502,5,47,Task description for Task 2502,4,High,2024-12-29
2503,44,68,Task description for Task 2503,2,Low,2024-12-28
2504,41,71,Task description for Task 2504,1,High,2024-12-24
2505,9,22,Task description for Task 2505,4,Low,2024-12-28
2506,13,12,Task description for Task 2506,1,High,2024-12-29
2507,39,91,Task description for Task 2507,4,High,2024-12-28
2508,30,32,Task description for Task 2508,1,High,2024-12-25
2509,8,24,Task description for Task 2509,4,Low,2024-12-24
2510,2,91,Task description for Task 2510,1,High,2024-12-25
2511,50,10,Task description for Task 2511,1,Low,2024-12-20
2512,29,11,Task description for Task 2512,4,High,2024-12-25
2513,21,31,Task description for Task 2513,1,Low,2024-12-26
2514,15,29,Task description for Task 2514,3,High,2024-12-29
2515,11,78,Task description for Task 2515,2,High,2024-12-27
2516,33,50,Task description for Task 2516,1,High,2024-12-29
2517,37,50,Task description for Task 2517,3,Medium,2024-12-29
2518,29,59,Task description for Task 2518,5,Low,2024-12-31
2519,20,87,Task description for Task 2519,4,Low,2024-12-20
2520,28,94,Task description for Task 2520,4,Medium,2024-12-23
2521,50,68,Task description for Task 2521,1,Low,2024-12-21
2522,35,83,Task description for Task 2522,3,Low,2024-12-21
2523,35,61,Task description for Task 2523,4,High,2024-12-31
2524,47,93,Task description for Task 2524,1,Low,2024-12-29
2525,27,9,Task description for Task 2525,3,Medium,2024-12-22
2526,14,61,Task description for Task 2526,3,High,2024-12-20
2527,15,30,Task description for Task 2527,4,Low,2024-12-22
2528,26,80,Task description for Task 2528,1,Medium,2024-12-25
2529,36,48,Task description for Task 2529,5,Low,2024-12-30
2530,47,43,Task description for Task 2530,2,Medium,2024-12-26
2531,45,27,Task description for Task 2531,5,Low,2024-12-30
2532,7,80,Task description for Task 2532,3,High,2024-12-24
2533,20,43,Task description for Task 2533,3,Low,2024-12-26
2534,33,67,Task description for Task 2534,3,Medium,2024-12-31
2535,49,98,Task description for Task 2535,2,High,2024-12-29
2536,5,61,Task description for Task 2536,2,Medium,2024-12-23
2537,41,71,Task description for Task 2537,4,Low,2024-12-27
2538,15,12,Task description for Task 2538,2,Medium,2024-12-22
2539,10,67,Task description for Task 2539,3,Low,2024-12-28
2540,15,94,Task description for Task 2540,5,Medium,2024-12-20
2541,13,55,Task description for Task 2541,4,Medium,2024-12-21
2542,47,82,Task description for Task 2542,1,High,2024-12-24
2543,1,35,Task description for Task 2543,2,Medium,2024-12-28
2544,31,21,Task description for Task 2544,1,Medium,2024-12-26
2545,18,52,Task description for Task 2545,5,Medium,2024-12-20
2546,33,97,Task description for Task 2546,1,High,2024-12-24
2547,33,31,Task description for Task 2547,5,Low,2024-12-22
2548,33,45,Task description for Task 2548,2,High,2024-12-22
2549,26,72,Task description for Task 2549,1,Low,2024-12-27
2550,40,2,Task description for Task 2550,4,Medium,2024-12-22
2551,35,94,Task description for Task 2551,1,High,2024-12-31
2552,8,8,Task description for Task 2552,4,Medium,2024-12-20
2553,23,27,Task description for Task 2553,1,Medium,2024-12-28
2554,50,85,Task description for Task 2554,3,Medium,2024-12-28
2555,16,13,Task description for Task 2555,1,High,2024-12-21
2556,47,96,Task description for Task 2556,3,Low,2024-12-25
2557,28,95,Task description for Task 2557,2,High,2024-12-30
2558,6,88,Task description for Task 2558,4,Low,2024-12-27
2559,35,21,Task description for Task 2559,3,Low,2024-12-31
2560,24,41,Task description for Task 2560,2,High,2024-12-29
2561,40,12,Task description for Task 2561,5,Medium,2024-12-24
2562,32,26,Task description for Task 2562,3,Medium,2024-12-22
2563,45,54,Task description for Task 2563,5,High,2024-12-21
2564,49,79,Task description for Task 2564,2,High,2024-12-25
2565,31,39,Task description for Task 2565,2,Medium,2024-12-22
2566,38,90,Task description for Task 2566,3,Low,2024-12-27
2567,21,21,Task description for Task 2567,5,Low,2024-12-30
2568,11,45,Task description for Task 2568,3,Low,2024-12-26
2569,8,25,Task description for Task 2569,5,Low,2024-12-21
2570,2,43,Task description for Task 2570,5,High,2024-12-29
2571,5,27,Task description for Task 2571,1,High,2024-12-30
2572,43,49,Task description for Task 2572,2,High,2024-12-31
2573,20,95,Task description for Task 2573,3,Low,2024-12-30
2574,3,50,Task description for Task 2574,1,Low,2024-12-25
2575,28,33,Task description for Task 2575,2,Low,2024-12-25
2576,20,15,Task description for Task 2576,2,Medium,2024-12-22
2577,3,22,Task description for Task 2577,4,Low,2024-12-26
2578,27,85,Task description for Task 2578,3,High,2024-12-28
2579,15,34,Task description for Task 2579,1,Low,2024-12-28
2580,31,8,Task description for Task 2580,5,Low,2024-12-26
2581,43,90,Task description for Task 2581,1,Medium,2024-12-25
2582,37,62,Task description for Task 2582,4,High,2024-12-26
2583,19,53,Task description for Task 2583,4,High,2024-12-30
2584,47,92,Task description for Task 2584,2,High,2024-12-25
2585,2,17,Task description for Task 2585,3,High,2024-12-22
2586,10,41,Task description for Task 2586,1,Medium,2024-12-24
2587,8,16,Task description for Task 2587,5,High,2024-12-30
2588,20,32,Task description for Task 2588,3,High,2024-12-30
2589,31,65,Task description for Task 2589,3,High,2024-12-21
2590,49,23,Task description for Task 2590,4,Low,2024-12-20
2591,45,57,Task description for Task 2591,4,Low,2024-12-22
2592,16,72,Task description for Task 2592,4,Medium,2024-12-20
2593,29,5,Task description for Task 2593,1,Low,2024-12-22
2594,42,84,Task description for Task 2594,5,High,2024-12-27
2595,3,20,Task description for Task 2595,2,Low,2024-12-29
2596,27,33,Task description for Task 2596,2,Low,2024-12-25
2597,32,79,Task description for Task 2597,2,High,2024-12-23
2598,4,93,Task description for Task 2598,3,Medium,2024-12-28
2599,40,59,Task description for Task 2599,2,Low,2024-12-24
2600,29,72,Task description for Task 2600,1,Low,2024-12-29
2601,42,61,Task description for Task 2601,4,High,2024-12-30
2602,32,96,Task description for Task 2602,5,Low,2024-12-20
2603,50,60,Task description for Task 2603,2,Low,2024-12-22
2604,40,8,Task description for Task 2604,2,Low,2024-12-28
2605,8,4,Task description for Task 2605,5,Low,2024-12-24
2606,38,66,Task description for Task 2606,4,Low,2024-12-20
2607,47,75,Task description for Task 2607,4,Medium,2024-12-23
2608,30,73,Task description for Task 2608,1,Medium,2024-12-20
2609,42,66,Task description for Task 2609,3,Medium,2024-12-29
2610,37,76,Task description for Task 2610,4,Low,2024-12-30
2611,31,71,Task description for Task 2611,1,Medium,2024-12-29
2612,35,78,Task description for Task 2612,3,Low,2024-12-30
2613,31,33,Task description for Task 2613,2,Medium,2024-12-26
2614,5,29,Task description for Task 2614,5,Low,2024-12-27
2615,14,100,Task description for Task 2615,2,Low,2024-12-21
2616,1,18,Task description for Task 2616,2,Medium,2024-12-24
2617,31,22,Task description for Task 2617,2,High,2024-12-21
2618,32,57,Task description for Task 2618,5,Low,2024-12-20
2619,41,93,Task description for Task 2619,1,Medium,2024-12-20
2620,41,33,Task description for Task 2620,1,High,2024-12-20
2621,36,36,Task description for Task 2621,4,Medium,2024-12-31
2622,35,43,Task description for Task 2622,4,Low,2024-12-22
2623,44,92,Task description for Task 2623,3,Medium,2024-12-28
2624,20,23,Task description for Task 2624,4,High,2024-12-29
2625,12,47,Task description for Task 2625,2,Medium,2024-12-29
2626,41,74,Task description for Task 2626,5,Medium,2024-12-30
2627,12,22,Task description for Task 2627,2,Low,2024-12-24
2628,1,29,Task description for Task 2628,3,Medium,2024-12-29
2629,49,19,Task description for Task 2629,3,Medium,2024-12-27
2630,39,85,Task description for Task 2630,4,Low,2024-12-22
2631,23,79,Task description for Task 2631,4,Medium,2024-12-25
2632,43,15,Task description for Task 2632,4,Low,2024-12-21
2633,13,100,Task description for Task 2633,1,High,2024-12-29
2634,49,39,Task description for Task 2634,3,Low,2024-12-21
2635,41,84,Task description for Task 2635,1,Medium,2024-12-29
2636,38,59,Task description for Task 2636,2,Medium,2024-12-27
2637,24,8,Task description for Task 2637,5,Low,2024-12-25
2638,26,16,Task description for Task 2638,3,Low,2024-12-29
2639,2,14,Task description for Task 2639,1,Low,2024-12-25
2640,3,64,Task description for Task 2640,5,Low,2024-12-26
2641,24,92,Task description for Task 2641,5,Low,2024-12-27
2642,20,31,Task description for Task 2642,3,Low,2024-12-26
2643,25,9,Task description for Task 2643,5,High,2024-12-30
2644,9,63,Task description for Task 2644,3,High,2024-12-31
2645,24,38,Task description for Task 2645,2,Medium,2024-12-25
2646,49,48,Task description for Task 2646,5,Medium,2024-12-28
2647,20,60,Task description for Task 2647,5,High,2024-12-26
2648,28,62,Task description for Task 2648,3,Medium,2024-12-24
2649,14,95,Task description for Task 2649,5,Medium,2024-12-31
2650,16,13,Task description for Task 2650,2,Low,2024-12-25
2651,40,59,Task description for Task 2651,3,High,2024-12-31
2652,7,59,Task description for Task 2652,2,High,2024-12-30
2653,8,58,Task description for Task 2653,1,Low,2024-12-23
2654,5,34,Task description for Task 2654,1,Medium,2024-12-24
2655,26,10,Task description for Task 2655,4,High,2024-12-30
2656,17,99,Task description for Task 2656,2,High,2024-12-29
2657,38,68,Task description for Task 2657,2,High,2024-12-23
2658,12,27,Task description for Task 2658,3,Medium,2024-12-28
2659,43,17,Task description for Task 2659,2,Medium,2024-12-22
2660,42,98,Task description for Task 2660,3,Low,2024-12-26
2661,21,70,Task description for Task 2661,5,High,2024-12-26
2662,15,36,Task description for Task 2662,2,Low,2024-12-24
2663,6,85,Task description for Task 2663,3,High,2024-12-28
2664,10,46,Task description for Task 2664,5,Low,2024-12-31
2665,39,46,Task description for Task 2665,5,Low,2024-12-28
2666,2,74,Task description for Task 2666,4,Medium,2024-12-26
2667,7,83,Task description for Task 2667,2,Low,2024-12-27
2668,25,84,Task description for Task 2668,1,Low,2024-12-28
2669,44,11,Task description for Task 2669,1,Medium,2024-12-29
2670,30,96,Task description for Task 2670,4,Medium,2024-12-22
2671,32,2,Task description for Task 2671,4,Medium,2024-12-24
2672,42,42,Task description for Task 2672,5,Medium,2024-12-30
2673,47,25,Task description for Task 2673,1,High,2024-12-21
2674,17,22,Task description for Task 2674,3,Medium,2024-12-21
2675,35,21,Task description for Task 2675,2,High,2024-12-23
2676,33,59,Task description for Task 2676,4,Medium,2024-12-23
2677,44,8,Task description for Task 2677,4,Low,2024-12-22
2678,23,1,Task description for Task 2678,3,Medium,2024-12-24
2679,43,82,Task description for Task 2679,3,High,2024-12-22
2680,8,18,Task description for Task 2680,5,Medium,2024-12-24
2681,1,19,Task description for Task 2681,3,High,2024-12-22
2682,21,37,Task description for Task 2682,1,Medium,2024-12-28
2683,27,41,Task description for Task 2683,2,Medium,2024-12-22
2684,19,6,Task description for Task 2684,2,Low,2024-12-20
2685,35,84,Task description for Task 2685,3,Medium,2024-12-21
2686,22,100,Task description for Task 2686,3,Medium,2024-12-21
2687,13,27,Task description for Task 2687,4,High,2024-12-25
2688,42,84,Task description for Task 2688,2,High,2024-12-31
2689,43,14,Task description for Task 2689,1,Medium,2024-12-25
2690,31,45,Task description for Task 2690,5,Low,2024-12-27
2691,21,57,Task description for Task 2691,4,Medium,2024-12-25
2692,39,87,Task description for Task 2692,2,Low,2024-12-22
2693,9,16,Task description for Task 2693,2,Low,2024-12-27
2694,8,17,Task description for Task 2694,5,High,2024-12-25
2695,26,7,Task description for Task 2695,1,Medium,2024-12-28
2696,8,85,Task description for Task 2696,4,Low,2024-12-20
2697,45,64,Task description for Task 2697,3,Medium,2024-12-20
2698,23,33,Task description for Task 2698,1,Medium,2024-12-24
2699,50,39,Task description for Task 2699,3,Medium,2024-12-23
2700,50,7,Task description for Task 2700,4,Low,2024-12-30
2701,26,20,Task description for Task 2701,4,Medium,2024-12-26
2702,39,53,Task description for Task 2702,3,Low,2024-12-23
2703,44,93,Task description for Task 2703,1,Low,2024-12-29
2704,43,80,Task description for Task 2704,2,Low,2024-12-27
2705,49,41,Task description for Task 2705,3,Medium,2024-12-21
2706,1,58,Task description for Task 2706,3,Low,2024-12-31
2707,29,92,Task description for Task 2707,2,High,2024-12-24
2708,14,2,Task description for Task 2708,3,Low,2024-12-30
2709,4,58,Task description for Task 2709,4,Low,2024-12-23
2710,36,11,Task description for Task 2710,5,High,2024-12-24
2711,11,36,Task description for Task 2711,1,High,2024-12-28
2712,47,34,Task description for Task 2712,1,Medium,2024-12-31
2713,33,54,Task description for Task 2713,5,High,2024-12-21
2714,5,35,Task description for Task 2714,1,High,2024-12-30
2715,14,79,Task description for Task 2715,5,Low,2024-12-21
2716,34,76,Task description for Task 2716,4,Medium,2024-12-21
2717,26,76,Task description for Task 2717,3,High,2024-12-28
2718,2,87,Task description for Task 2718,4,Medium,2024-12-31
2719,16,37,Task description for Task 2719,2,Low,2024-12-26
2720,35,40,Task description for Task 2720,2,Low,2024-12-26
2721,43,97,Task description for Task 2721,4,High,2024-12-28
2722,24,37,Task description for Task 2722,2,Medium,2024-12-23
2723,47,36,Task description for Task 2723,2,Low,2024-12-26
2724,42,93,Task description for Task 2724,1,High,2024-12-27
2725,47,15,Task description for Task 2725,4,Medium,2024-12-29
2726,27,4,Task description for Task 2726,4,Medium,2024-12-29
2727,24,18,Task description for Task 2727,1,Low,2024-12-24
2728,32,94,Task description for Task 2728,5,High,2024-12-23
2729,25,6,Task description for Task 2729,4,Low,2024-12-26
2730,50,67,Task description for Task 2730,3,High,2024-12-26
2731,9,61,Task description for Task 2731,2,Medium,2024-12-25
2732,12,65,Task description for Task 2732,5,Medium,2024-12-31
2733,29,41,Task description for Task 2733,1,Low,2024-12-24
2734,32,85,Task description for Task 2734,5,High,2024-12-21
2735,25,98,Task description for Task 2735,4,Low,2024-12-27
2736,27,35,Task description for Task 2736,4,Low,2024-12-23
2737,45,93,Task description for Task 2737,2,High,2024-12-30
2738,36,48,Task description for Task 2738,1,High,2024-12-23
2739,8,39,Task description for Task 2739,1,High,2024-12-20
2740,11,97,Task description for Task 2740,3,Medium,2024-12-27
2741,8,54,Task description for Task 2741,3,Medium,2024-12-24
2742,38,10,Task description for Task 2742,4,High,2024-12-30
2743,22,68,Task description for Task 2743,5,Medium,2024-12-29
2744,32,34,Task description for Task 2744,1,High,2024-12-29
2745,2,96,Task description for Task 2745,4,High,2024-12-31
2746,3,2,Task description for Task 2746,1,Low,2024-12-21
2747,45,41,Task description for Task 2747,2,Low,2024-12-26
2748,12,78,Task description for Task 2748,1,High,2024-12-27
2749,35,33,Task description for Task 2749,4,Low,2024-12-29
2750,19,42,Task description for Task 2750,2,Low,2024-12-30
2751,26,29,Task description for Task 2751,4,Low,2024-12-25
2752,6,63,Task description for Task 2752,3,High,2024-12-27
2753,49,16,Task description for Task 2753,3,Medium,2024-12-31
2754,29,40,Task description for Task 2754,3,High,2024-12-28
2755,33,21,Task description for Task 2755,3,Low,2024-12-21
2756,39,67,Task description for Task 2756,2,High,2024-12-28
2757,30,77,Task description for Task 2757,4,Medium,2024-12-21
2758,15,40,Task description for Task 2758,3,Low,2024-12-23
2759,35,75,Task description for Task 2759,4,Medium,2024-12-24
2760,21,9,Task description for Task 2760,5,Low,2024-12-27
2761,1,57,Task description for Task 2761,1,High,2024-12-28
2762,4,54,Task description for Task 2762,4,High,2024-12-28
2763,30,1,Task description for Task 2763,1,Low,2024-12-23
2764,48,63,Task description for Task 2764,2,Medium,2024-12-22
2765,47,55,Task description for Task 2765,3,High,2024-12-20
2766,49,28,Task description for Task 2766,1,High,2024-12-21
2767,16,76,Task description for Task 2767,1,Low,2024-12-20
2768,39,48,Task description for Task 2768,4,High,2024-12-22
2769,17,37,Task description for Task 2769,5,High,2024-12-30
2770,15,96,Task description for Task 2770,4,Low,2024-12-20
2771,30,34,Task description for Task 2771,4,High,2024-12-28
2772,41,68,Task description for Task 2772,3,Low,2024-12-29
2773,5,72,Task description for Task 2773,1,Medium,2024-12-20
2774,12,62,Task description for Task 2774,1,Low,2024-12-23
2775,14,53,Task description for Task 2775,5,High,2024-12-28
2776,1,74,Task description for Task 2776,4,High,2024-12-21
2777,10,69,Task description for Task 2777,5,High,2024-12-30
2778,49,6,Task description for Task 2778,4,High,2024-12-26
2779,25,37,Task description for Task 2779,4,Low,2024-12-21
2780,17,15,Task description for Task 2780,3,High,2024-12-25
2781,23,16,Task description for Task 2781,2,High,2024-12-24
2782,15,1,Task description for Task 2782,3,High,2024-12-31
2783,46,26,Task description for Task 2783,1,Low,2024-12-23
2784,2,98,Task description for Task 2784,2,High,2024-12-26
2785,47,35,Task description for Task 2785,2,Low,2024-12-20
2786,6,100,Task description for Task 2786,2,Medium,2024-12-20
2787,26,58,Task description for Task 2787,2,Medium,2024-12-31
2788,22,52,Task description for Task 2788,1,Low,2024-12-27
2789,3,18,Task description for Task 2789,5,Low,2024-12-31
2790,31,63,Task description for Task 2790,3,High,2024-12-26
2791,28,98,Task description for Task 2791,4,Medium,2024-12-22
2792,6,52,Task description for Task 2792,5,High,2024-12-24
2793,10,30,Task description for Task 2793,3,Low,2024-12-20
2794,27,4,Task description for Task 2794,5,Medium,2024-12-27
2795,11,68,Task description for Task 2795,2,Medium,2024-12-24
2796,4,40,Task description for Task 2796,4,High,2024-12-28
2797,16,99,Task description for Task 2797,1,Medium,2024-12-27
2798,45,61,Task description for Task 2798,3,Low,2024-12-21
2799,9,9,Task description for Task 2799,5,High,2024-12-22
2800,49,1,Task description for Task 2800,1,High,2024-12-31
2801,36,95,Task description for Task 2801,3,Medium,2024-12-20
2802,16,92,Task description for Task 2802,4,High,2024-12-28
2803,29,75,Task description for Task 2803,1,Low,2024-12-24
2804,18,65,Task description for Task 2804,2,High,2024-12-22
2805,43,34,Task description for Task 2805,2,Low,2024-12-30
2806,34,97,Task description for Task 2806,5,Medium,2024-12-23
2807,50,94,Task description for Task 2807,2,Low,2024-12-20
2808,21,96,Task description for Task 2808,4,High,2024-12-20
2809,16,73,Task description for Task 2809,1,High,2024-12-20
2810,16,88,Task description for Task 2810,4,Medium,2024-12-24
2811,6,65,Task description for Task 2811,1,High,2024-12-29
2812,34,100,Task description for Task 2812,3,Low,2024-12-29
2813,34,14,Task description for Task 2813,1,Low,2024-12-24
2814,35,32,Task description for Task 2814,2,High,2024-12-27
2815,14,63,Task description for Task 2815,5,Low,2024-12-31
2816,16,90,Task description for Task 2816,5,Medium,2024-12-27
2817,36,45,Task description for Task 2817,2,Medium,2024-12-23
2818,29,89,Task description for Task 2818,3,Medium,2024-12-30
2819,30,29,Task description for Task 2819,2,High,2024-12-29
2820,37,32,Task description for Task 2820,3,Low,2024-12-28
2821,41,62,Task description for Task 2821,1,Low,2024-12-30
2822,4,28,Task description for Task 2822,4,Medium,2024-12-20
2823,29,24,Task description for Task 2823,3,High,2024-12-31
2824,3,29,Task description for Task 2824,4,High,2024-12-24
2825,1,40,Task description for Task 2825,1,Low,2024-12-24
2826,19,45,Task description for Task 2826,5,High,2024-12-27
